SKUPNO število testiranj,SKUPNO dnevno število testiranj,Dnevno število PCR testiranj,SKUPNO število pozitivnih oseb,SKUPNO DNEVNO število pozitivnih oseb,Skupno število hospitaliziranih oseb na posamezni dan,Skupno število oseb na intenzivni negi na posamezni dan,Dnevno število odpuščenih oseb iz bolnišnic,Skupno število umrlih
1128215.0,14545.0,5160.0,170392.0,1267.0,989.0,165.0,74.0,3580.0
1141119.0,12904.0,5247.0,171351.0,959.0,988.0,161.0,78.0,3594.0
1158383.0,17264.0,4541.0,172341.0,990.0,926.0,157.0,121.0,3611.0
1163747.0,5364.0,2497.0,172839.0,498.0,931.0,160.0,37.0,3622.0
1167578.0,3831.0,1565.0,173143.0,304.0,946.0,160.0,25.0,3634.0
1178831.0,11253.0,1493.0,173500.0,357.0,945.0,162.0,41.0,3910.0
1223335.0,44504.0,5061.0,174939.0,1439.0,864.0,160.0,121.0,3923.0
1249605.0,26270.0,5482.0,176324.0,1385.0,828.0,157.0,76.0,3933.0
1273254.0,23649.0,5151.0,177379.0,1055.0,789.0,154.0,71.0,3948.0
1296351.0,23097.0,4458.0,178384.0,1005.0,763.0,172.0,91.0,3960.0
1303474.0,7123.0,1848.0,178713.0,329.0,740.0,139.0,31.0,3972.0
1313875.0,10401.0,1274.0,178957.0,244.0,738.0,135.0,34.0,3983.0
1356107.0,42232.0,4402.0,180520.0,740.0,691.0,127.0,76.0,3984.0
1381184.0,25077.0,5115.0,181617.0,1097.0,648.0,126.0,72.0,3996.0
1409460.0,28276.0,4271.0,182489.0,872.0,619.0,116.0,61.0,4006.0
1442292.0,32832.0,4556.0,183399.0,910.0,623.0,114.0,40.0,4013.0
1472072.0,29780.0,4397.0,184355.0,956.0,579.0,109.0,72.0,4020.0
1482275.0,10203.0,2067.0,184771.0,416.0,566.0,102.0,31.0,4027.0
1492254.0,9979.0,1428.0,185018.0,247.0,584.0,104.0,13.0,4035.0
1531943.0,39689.0,4369.0,185912.0,899.0,567.0,107.0,62.0,4043.0
1559872.0,27929.0,5316.0,187001.0,1089.0,546.0,105.0,56.0,4053.0
1589532.0,29660.0,4565.0,187853.0,852.0,546.0,103.0,50.0,4060.0
1614462.0,24930.0,4484.0,188765.0,912.0,529.0,94.0,42.0,4074.0
1646512.0,32050.0,4861.0,189713.0,948.0,513.0,95.0,49.0,4087.0
1654589.0,8077.0,2611.0,190164.0,451.0,529.0,93.0,16.0,4094.0
1665296.0,10707.0,1451.0,189589.0,243.0,543.0,91.0,16.0,4127.0
1717786.0,52490.0,4487.0,191053.0,729.0,528.0,84.0,64.0,4122.0
1748231.0,30445.0,6212.0,192262.0,1209.0,516.0,82.0,54.0,4133.0
1781247.0,33016.0,5822.0,193281.0,1019.0,511.0,86.0,42.0,4137.0
1808283.0,27036.0,5435.0,194162.0,881.0,521.0,85.0,32.0,4141.0
1843478.0,35195.0,5287.0,195082.0,920.0,498.0,88.0,62.0,4147.0
1853015.0,9537.0,2785.0,195464.0,382.0,510.0,89.0,17.0,4150.0
1861952.0,8937.0,1681.0,195674.0,210.0,527.0,91.0,14.0,4156.0
1914570.0,52618.0,4700.0,196422.0,740.0,506.0,90.0,63.0,4178.0
1945633.0,31063.0,6017.0,197374.0,952.0,485.0,92.0,55.0,4182.0
1977160.0,31527.0,5786.0,198234.0,860.0,483.0,90.0,51.0,4192.0
2007829.0,30669.0,5222.0,199004.0,770.0,437.0,84.0,42.0,4200.0
2042458.0,34629.0,3800.0,199851.0,847.0,436.0,84.0,48.0,4203.0
2052201.0,9743.0,2984.0,200371.0,520.0,438.0,83.0,18.0,4208.0
2060111.0,7910.0,1625.0,200576.0,205.0,463.0,87.0,6.0,4212.0
2112062.0,51951.0,4842.0,201461.0,918.0,451.0,83.0,59.0,4223.0
2142739.0,30677.0,5989.0,202573.0,1112.0,444.0,83.0,48.0,4230.0
2175528.0,32789.0,5442.0,203545.0,972.0,462.0,85.0,20.0,4233.0
2206594.0,31066.0,5502.0,204482.0,937.0,485.0,88.0,29.0,4243.0
2246624.0,40030.0,5651.0,205512.0,1030.0,458.0,88.0,71.0,4249.0
2256316.0,9692.0,2849.0,206028.0,516.0,473.0,93.0,19.0,4254.0
2264649.0,8333.0,1842.0,206318.0,290.0,494.0,94.0,18.0,4258.0
2316708.0,52059.0,5022.0,207299.0,981.0,507.0,96.0,50.0,4267.0
2351407.0,34699.0,6979.0,208587.0,1288.0,500.0,99.0,52.0,4276.0
2385484.0,34077.0,6432.0,209751.0,1164.0,501.0,106.0,55.0,4280.0
2419310.0,33826.0,6637.0,210783.0,1032.0,500.0,108.0,30.0,4290.0
2458140.0,38830.0,6767.0,212036.0,1253.0,497.0,107.0,62.0,4293.0
2468181.0,10041.0,3461.0,212676.0,640.0,499.0,105.0,29.0,4300.0
2474574.0,6393.0,1774.0,212963.0,287.0,526.0,112.0,16.0,4306.0
2527004.0,52430.0,5395.0,214044.0,1080.0,515.0,105.0,61.0,4326.0
2558334.0,31330.0,7206.0,215602.0,1558.0,500.0,111.0,66.0,4333.0
2585790.0,27456.0,5622.0,216937.0,1335.0,518.0,108.0,34.0,4340.0
2609060.0,23270.0,5363.0,218106.0,1169.0,515.0,118.0,53.0,4349.0
2632961.0,23901.0,4998.0,219402.0,1296.0,531.0,123.0,50.0,4354.0
2639800.0,6839.0,2797.0,220122.0,720.0,535.0,124.0,25.0,4361.0
2642605.0,2805.0,1536.0,220405.0,283.0,557.0,126.0,23.0,4368.0
2647995.0,5390.0,1879.0,220698.0,273.0,573.0,132.0,23.0,4376.0
2682168.0,34173.0,4812.0,221887.0,1189.0,581.0,131.0,60.0,4379.0
2708318.0,26150.0,5360.0,223414.0,1527.0,599.0,129.0,56.0,4384.0
2734080.0,25762.0,5198.0,224693.0,1279.0,618.0,139.0,54.0,4387.0
2764946.0,30866.0,4730.0,225943.0,1250.0,605.0,141.0,67.0,4399.0
2775243.0,10297.0,2864.0,226491.0,548.0,615.0,139.0,43.0,4406.0
2782577.0,7334.0,1484.0,226778.0,287.0,636.0,142.0,18.0,4413.0
2830901.0,48324.0,4588.0,227827.0,1049.0,617.0,146.0,79.0,4415.0
2859620.0,28719.0,5306.0,229060.0,1233.0,622.0,154.0,62.0,4420.0
2888140.0,28520.0,4278.0,229951.0,891.0,624.0,150.0,55.0,4427.0
2916613.0,28473.0,4253.0,230811.0,860.0,639.0,152.0,50.0,4432.0
2953684.0,37071.0,3752.0,231577.0,766.0,629.0,151.0,66.0,4438.0
2962888.0,9204.0,2620.0,232055.0,478.0,631.0,154.0,41.0,4444.0
2971069.0,8181.0,1605.0,232289.0,234.0,652.0,157.0,14.0,4452.0
3014042.0,42973.0,3537.0,233033.0,718.0,649.0,156.0,69.0,4457.0
3043853.0,29811.0,4816.0,234067.0,1034.0,631.0,155.0,62.0,4483.0
3073739.0,29886.0,4258.0,234812.0,745.0,620.0,154.0,59.0,4494.0
3108376.0,34637.0,5371.0,235712.0,900.0,629.0,159.0,62.0,4500.0
3155340.0,46964.0,5180.0,236543.0,831.0,618.0,160.0,58.0,4509.0
3167351.0,12011.0,2690.0,236959.0,416.0,630.0,157.0,32.0,4514.0
3175123.0,7772.0,1354.0,237150.0,191.0,643.0,158.0,23.0,4519.0
3209895.0,34772.0,3653.0,238023.0,807.0,649.0,161.0,58.0,4526.0
3216045.0,6150.0,2007.0,238421.0,398.0,621.0,155.0,40.0,4541.0
3254296.0,38251.0,3937.0,239339.0,918.0,636.0,157.0,59.0,4547.0
3290388.0,36092.0,4442.0,240288.0,949.0,626.0,157.0,45.0,4554.0
3329099.0,38711.0,4197.0,241305.0,1017.0,616.0,154.0,75.0,4561.0
3336076.0,6977.0,1827.0,241668.0,362.0,605.0,152.0,35.0,4567.0
3344600.0,8524.0,1380.0,241876.0,209.0,608.0,147.0,19.0,4573.0
3393399.0,48799.0,4024.0,242790.0,894.0,584.0,143.0,74.0,4577.0
3423004.0,29605.0,4750.0,243719.0,929.0,560.0,141.0,63.0,4583.0
3455038.0,32034.0,4228.0,244493.0,774.0,551.0,139.0,51.0,4586.0
3489832.0,34794.0,4029.0,245099.0,606.0,538.0,141.0,52.0,4587.0
3532852.0,43020.0,4327.0,245731.0,632.0,504.0,129.0,66.0,4588.0
3543473.0,10621.0,2406.0,246020.0,289.0,498.0,128.0,28.0,4595.0
3551577.0,8104.0,1310.0,246167.0,147.0,508.0,133.0,15.0,4601.0
3598839.0,47262.0,3642.0,246725.0,491.0,477.0,131.0,54.0,4620.0
3630602.0,31763.0,4698.0,247451.0,726.0,463.0,127.0,55.0,4622.0
3663704.0,33102.0,4636.0,248048.0,597.0,450.0,123.0,45.0,4626.0
3697874.0,34170.0,3961.0,248519.0,471.0,443.0,125.0,35.0,4632.0
3742658.0,44784.0,4177.0,249013.0,494.0,421.0,121.0,56.0,4638.0
3754039.0,11381.0,2471.0,249305.0,292.0,408.0,121.0,23.0,4641.0
3762942.0,8903.0,1504.0,249418.0,113.0,407.0,121.0,8.0,4644.0
3810455.0,47513.0,4232.0,249921.0,497.0,383.0,113.0,52.0,4658.0
3843188.0,32733.0,4469.0,250453.0,532.0,368.0,110.0,38.0,4663.0
3875908.0,32720.0,3852.0,250811.0,358.0,363.0,110.0,23.0,4670.0
3913361.0,37453.0,4136.0,251142.0,331.0,348.0,111.0,31.0,4673.0
3960770.0,47409.0,3805.0,251525.0,383.0,319.0,102.0,54.0,4674.0
3972312.0,11542.0,2117.0,251684.0,159.0,306.0,98.0,20.0,4678.0
3980339.0,8027.0,1405.0,251767.0,83.0,316.0,96.0,8.0,4679.0
4028010.0,47671.0,3558.0,252099.0,326.0,295.0,92.0,38.0,4678.0
4060398.0,32388.0,4237.0,252487.0,388.0,277.0,85.0,23.0,4683.0
4093993.0,33595.0,4012.0,252852.0,365.0,265.0,79.0,23.0,4686.0
4131203.0,37210.0,3585.0,253140.0,288.0,252.0,78.0,27.0,4690.0
4179966.0,48763.0,3699.0,253495.0,355.0,233.0,75.0,35.0,4692.0
4190474.0,10508.0,1852.0,253630.0,135.0,242.0,75.0,6.0,4694.0
4199573.0,9099.0,1501.0,253721.0,91.0,245.0,72.0,6.0,4695.0
4245647.0,46074.0,3378.0,254045.0,323.0,227.0,67.0,29.0,4694.0
4276947.0,31300.0,4166.0,254419.0,374.0,214.0,62.0,24.0,4698.0
4308341.0,31394.0,3837.0,254692.0,273.0,213.0,60.0,19.0,4701.0
4345294.0,36953.0,3915.0,254972.0,280.0,205.0,59.0,19.0,4703.0
4393237.0,47943.0,3464.0,255217.0,245.0,201.0,52.0,13.0,4705.0
4404523.0,11286.0,2256.0,255374.0,157.0,198.0,48.0,16.0,4706.0
4414315.0,9792.0,1329.0,255431.0,57.0,203.0,51.0,8.0,4708.0
4458327.0,44012.0,3048.0,255652.0,220.0,195.0,51.0,26.0,4708.0
4487366.0,29039.0,3506.0,255907.0,255.0,188.0,47.0,18.0,4709.0
4517845.0,30479.0,3030.0,256102.0,195.0,172.0,49.0,22.0,4710.0
4551971.0,34126.0,2734.0,256224.0,122.0,165.0,48.0,17.0,4714.0
4599020.0,47049.0,2669.0,256350.0,126.0,138.0,44.0,33.0,4717.0
4609459.0,10439.0,1371.0,256441.0,91.0,135.0,45.0,6.0,4720.0
4617435.0,7976.0,1023.0,256465.0,24.0,134.0,42.0,2.0,4722.0
4659566.0,42131.0,2330.0,256581.0,112.0,122.0,40.0,21.0,4723.0
4687148.0,27582.0,2643.0,256699.0,118.0,121.0,38.0,8.0,4724.0
4715997.0,28849.0,2333.0,256782.0,83.0,112.0,38.0,15.0,4724.0
4751002.0,35005.0,2409.0,256870.0,88.0,109.0,39.0,8.0,4726.0
4797691.0,46689.0,2237.0,256954.0,84.0,101.0,37.0,15.0,4727.0
4808282.0,10591.0,1059.0,256980.0,26.0,102.0,37.0,6.0,4727.0
4815761.0,7479.0,805.0,256999.0,19.0,105.0,35.0,1.0,4730.0
4851902.0,36141.0,2177.0,257066.0,65.0,92.0,33.0,16.0,4742.0
4871655.0,19753.0,2038.0,257116.0,50.0,83.0,29.0,10.0,4743.0
4904430.0,32775.0,2146.0,257159.0,43.0,80.0,28.0,5.0,4743.0
4961003.0,56573.0,2161.0,257205.0,46.0,74.0,26.0,11.0,4743.0
4971995.0,10992.0,952.0,257216.0,11.0,74.0,24.0,3.0,4745.0
4985879.0,13884.0,857.0,257235.0,19.0,75.0,23.0,1.0,4745.0
4993171.0,7292.0,648.0,257247.0,12.0,74.0,22.0,6.0,4745.0
5022249.0,29078.0,1643.0,257288.0,35.0,71.0,19.0,7.0,4749.0
5040336.0,18087.0,2029.0,257335.0,47.0,68.0,17.0,5.0,4749.0
5059663.0,19327.0,1623.0,257358.0,23.0,66.0,16.0,6.0,4749.0
5084959.0,25296.0,1656.0,257383.0,25.0,64.0,16.0,4.0,4749.0
5121202.0,36243.0,1511.0,257413.0,30.0,61.0,17.0,9.0,4749.0
5134078.0,12876.0,845.0,257422.0,9.0,60.0,18.0,3.0,4749.0
5140211.0,6133.0,604.0,257430.0,8.0,58.0,16.0,2.0,4750.0
5168443.0,28232.0,1695.0,257477.0,48.0,59.0,15.0,2.0,4752.0
5187697.0,19254.0,2104.0,257550.0,73.0,52.0,10.0,9.0,4753.0
5208595.0,20898.0,1713.0,257618.0,68.0,47.0,10.0,7.0,4754.0
5234725.0,26130.0,1696.0,257700.0,82.0,41.0,10.0,8.0,4754.0
5272353.0,37628.0,1641.0,257782.0,82.0,43.0,10.0,1.0,4754.0
5285314.0,12961.0,774.0,257807.0,25.0,43.0,10.0,1.0,4754.0
5291525.0,6211.0,564.0,257819.0,12.0,41.0,10.0,0.0,4756.0
5318902.0,27377.0,1846.0,257959.0,84.0,39.0,10.0,3.0,4765.0
5337173.0,18271.0,1758.0,258042.0,83.0,34.0,10.0,6.0,4765.0
5358798.0,21625.0,1691.0,258098.0,56.0,32.0,10.0,2.0,4765.0
5384798.0,26000.0,1684.0,258162.0,64.0,30.0,10.0,4.0,4765.0
5425174.0,40376.0,1733.0,258223.0,61.0,28.0,10.0,4.0,4765.0
5440524.0,15350.0,819.0,258244.0,21.0,29.0,10.0,1.0,4765.0
5448060.0,7536.0,590.0,258253.0,9.0,30.0,10.0,0.0,4765.0
5477506.0,29446.0,1734.0,258286.0,88.0,28.0,9.0,3.0,4765.0
5497895.0,20389.0,1807.0,258397.0,111.0,27.0,8.0,3.0,4765.0
5519585.0,21690.0,1446.0,258466.0,69.0,27.0,7.0,3.0,4766.0
5545872.0,26287.0,1641.0,258524.0,58.0,29.0,8.0,0.0,4766.0
5591452.0,45580.0,1865.0,258617.0,93.0,29.0,8.0,3.0,4766.0
5609922.0,18470.0,740.0,258649.0,32.0,29.0,8.0,0.0,4767.0
5618338.0,8416.0,593.0,258671.0,22.0,29.0,8.0,0.0,4768.0
5634453.0,16115.0,1650.0,258779.0,106.0,28.0,7.0,5.0,4761.0
5655518.0,21065.0,1583.0,258864.0,85.0,28.0,7.0,1.0,4761.0
5677806.0,22288.0,1479.0,258963.0,99.0,29.0,8.0,1.0,4761.0
5706004.0,28198.0,1686.0,259079.0,116.0,30.0,9.0,2.0,4761.0
5753171.0,47167.0,1673.0,259214.0,135.0,29.0,9.0,3.0,4762.0
5773343.0,20172.0,761.0,259272.0,58.0,29.0,9.0,3.0,4763.0
5782703.0,9360.0,647.0,259303.0,31.0,31.0,9.0,1.0,4763.0
5813000.0,30297.0,1773.0,259484.0,181.0,30.0,9.0,2.0,4763.0
5833323.0,20323.0,1587.0,259623.0,139.0,30.0,8.0,3.0,4763.0
5855737.0,22414.0,1610.0,259761.0,138.0,28.0,8.0,6.0,4763.0
5882089.0,26352.0,1771.0,259905.0,144.0,29.0,7.0,1.0,4764.0
5926104.0,44015.0,1575.0,260038.0,133.0,32.0,8.0,0.0,4765.0
5953127.0,27023.0,776.0,260106.0,68.0,31.0,7.0,1.0,4767.0
5961097.0,7970.0,668.0,260152.0,46.0,32.0,7.0,0.0,4767.0
5990185.0,29088.0,1848.0,260368.0,216.0,36.0,7.0,4.0,4767.0
6011285.0,21100.0,1974.0,260616.0,248.0,36.0,7.0,4.0,4762.0
6033656.0,22371.0,1828.0,260864.0,248.0,40.0,6.0,4.0,4762.0
6058590.0,24934.0,1841.0,261063.0,199.0,42.0,6.0,4.0,4762.0
6104676.0,46086.0,1869.0,261327.0,264.0,42.0,7.0,5.0,4762.0
6126479.0,21803.0,920.0,261422.0,95.0,43.0,9.0,4.0,4762.0
6134925.0,8446.0,801.0,261478.0,56.0,45.0,10.0,1.0,4762.0
6165488.0,30563.0,2058.0,261796.0,318.0,49.0,11.0,1.0,4764.0
6187330.0,21842.0,2228.0,262181.0,385.0,57.0,9.0,2.0,4767.0
6211148.0,23818.0,2235.0,262562.0,381.0,56.0,10.0,7.0,4769.0
6239090.0,27942.0,2481.0,262895.0,333.0,54.0,12.0,7.0,4769.0
6287910.0,48820.0,2119.0,263283.0,388.0,66.0,15.0,6.0,4769.0
6313355.0,25445.0,1397.0,263527.0,244.0,66.0,18.0,4.0,4771.0
6325223.0,11868.0,754.0,263643.0,116.0,75.0,18.0,0.0,4772.0
6354679.0,29456.0,2489.0,264120.0,477.0,86.0,19.0,8.0,4770.0
6375224.0,20545.0,2805.0,264628.0,508.0,89.0,19.0,12.0,4771.0
6397939.0,22715.0,2932.0,265137.0,509.0,105.0,18.0,12.0,4772.0
6420621.0,22682.0,2953.0,265679.0,542.0,117.0,22.0,10.0,4774.0
6457343.0,36722.0,3103.0,266217.0,538.0,121.0,22.0,16.0,4776.0
6474870.0,17527.0,1396.0,266490.0,273.0,129.0,23.0,8.0,4776.0
6482173.0,7303.0,887.0,266633.0,143.0,141.0,27.0,5.0,4777.0
6518885.0,36712.0,2916.0,267198.0,538.0,146.0,30.0,16.0,4778.0
6545976.0,27091.0,3788.0,267962.0,764.0,159.0,37.0,13.0,4778.0
6569955.0,23979.0,3611.0,268628.0,666.0,162.0,40.0,18.0,4781.0
6594371.0,24416.0,3303.0,269238.0,610.0,180.0,41.0,15.0,4781.0
6634944.0,40573.0,3748.0,269979.0,741.0,189.0,44.0,21.0,4784.0
6652528.0,17584.0,1710.0,270296.0,317.0,209.0,42.0,9.0,4784.0
6660561.0,8033.0,1427.0,270530.0,234.0,217.0,45.0,10.0,4785.0
6701835.0,41274.0,3943.0,271407.0,877.0,229.0,54.0,17.0,4781.0
6729407.0,27572.0,5159.0,272500.0,1093.0,243.0,61.0,22.0,4784.0
6758660.0,29253.0,4912.0,273528.0,1016.0,269.0,63.0,20.0,4785.0
6786201.0,27541.0,5186.0,274526.0,998.0,278.0,61.0,22.0,4789.0
6830178.0,43977.0,5488.0,275611.0,1085.0,274.0,62.0,23.0,4792.0
6849402.0,19224.0,2720.0,276210.0,559.0,292.0,70.0,9.0,4792.0
6857433.0,8031.0,1657.0,276492.0,282.0,312.0,74.0,7.0,4793.0
6892832.0,35399.0,5665.0,277853.0,1393.0,333.0,77.0,21.0,4797.0
6925238.0,32406.0,6745.0,279217.0,1364.0,347.0,75.0,26.0,4803.0
6970596.0,45358.0,6703.0,280541.0,1324.0,341.0,83.0,31.0,4809.0
7008392.0,37796.0,6528.0,281684.0,1143.0,348.0,86.0,28.0,4815.0
7057313.0,48921.0,6247.0,282932.0,1248.0,360.0,91.0,21.0,4818.0
7078284.0,20971.0,2579.0,283477.0,545.0,360.0,94.0,28.0,4822.0
7089211.0,10927.0,1706.0,283768.0,291.0,363.0,97.0,20.0,4827.0
7135425.0,46214.0,5728.0,285079.0,1308.0,377.0,100.0,38.0,4826.0
7170494.0,35069.0,5930.0,286265.0,1186.0,384.0,105.0,29.0,4836.0
7207440.0,36946.0,5618.0,287276.0,1011.0,391.0,102.0,35.0,4840.0
7240398.0,32958.0,5471.0,288217.0,941.0,404.0,104.0,24.0,4845.0
7286574.0,46176.0,5534.0,289222.0,1005.0,382.0,104.0,40.0,4851.0
7306037.0,19463.0,2310.0,289666.0,444.0,407.0,106.0,15.0,4856.0
7314797.0,8760.0,1440.0,289951.0,285.0,426.0,108.0,12.0,4862.0
7356633.0,41836.0,4785.0,290994.0,1037.0,419.0,107.0,45.0,4857.0
7387614.0,30981.0,6408.0,292333.0,1339.0,403.0,114.0,53.0,4861.0
7420636.0,33022.0,5753.0,293361.0,1028.0,420.0,109.0,28.0,4866.0
7451655.0,31019.0,5330.0,294331.0,970.0,419.0,112.0,39.0,4870.0
7489619.0,37964.0,4997.0,295301.0,993.0,426.0,118.0,40.0,4875.0
7506863.0,17244.0,2438.0,295832.0,531.0,428.0,123.0,22.0,4880.0
7515514.0,8651.0,1201.0,296080.0,225.0,431.0,122.0,9.0,4888.0
7553167.0,37653.0,4783.0,297062.0,979.0,426.0,121.0,37.0,4899.0
7581454.0,28287.0,6174.0,298269.0,1207.0,400.0,114.0,49.0,4907.0
7610643.0,29189.0,5336.0,299237.0,968.0,413.0,114.0,36.0,4910.0
7636421.0,25778.0,4709.0,300075.0,838.0,413.0,115.0,33.0,4912.0
7670909.0,34488.0,4610.0,300958.0,883.0,423.0,120.0,36.0,4917.0
7685960.0,15051.0,2048.0,301447.0,489.0,417.0,120.0,30.0,4923.0
7692770.0,6810.0,1012.0,301633.0,186.0,422.0,121.0,12.0,4929.0
7727709.0,34939.0,4558.0,302638.0,1005.0,428.0,116.0,37.0,4944.0
7754198.0,26489.0,5686.0,303881.0,1227.0,420.0,122.0,42.0,4949.0
7783150.0,28952.0,5366.0,304962.0,1081.0,406.0,117.0,46.0,4952.0
7809231.0,26081.0,5139.0,306062.0,1100.0,403.0,116.0,39.0,4957.0
7845531.0,36300.0,5713.0,307499.0,1437.0,398.0,119.0,48.0,4961.0
7861599.0,16068.0,2274.0,308131.0,632.0,411.0,123.0,6.0,4964.0
7869183.0,7584.0,1355.0,308495.0,364.0,418.0,121.0,16.0,4966.0
7904318.0,35135.0,5230.0,310170.0,1669.0,421.0,124.0,37.0,4995.0
7932370.0,28052.0,7367.0,312315.0,2145.0,427.0,122.0,43.0,5004.0
7963329.0,30959.0,6639.0,314160.0,1845.0,421.0,120.0,46.0,5011.0
7984926.0,21597.0,6867.0,316125.0,1965.0,440.0,120.0,38.0,5020.0
8025518.0,40592.0,7507.0,318395.0,2270.0,455.0,120.0,50.0,5027.0
8048006.0,22488.0,4458.0,319892.0,1497.0,475.0,126.0,18.0,5032.0
8057339.0,9333.0,2081.0,320599.0,707.0,493.0,127.0,22.0,5043.0
8094663.0,37324.0,6068.0,322914.0,2292.0,510.0,131.0,45.0,5027.0
8125974.0,31311.0,8308.0,326080.0,3166.0,526.0,133.0,59.0,5036.0
8159674.0,33700.0,7315.0,328711.0,2631.0,547.0,131.0,56.0,5046.0
8190745.0,31071.0,6790.0,331221.0,2510.0,558.0,134.0,59.0,5053.0
8230863.0,40118.0,7604.0,334206.0,2985.0,561.0,132.0,71.0,5062.0
8253491.0,22628.0,3948.0,335869.0,1663.0,572.0,138.0,51.0,5068.0
8262671.0,9180.0,2632.0,337126.0,1257.0,603.0,142.0,22.0,5079.0
8272235.0,9564.0,2634.0,338246.0,1136.0,634.0,158.0,31.0,5084.0
8315524.0,43289.0,7722.0,341702.0,3456.0,670.0,159.0,46.0,5102.0
8350412.0,34888.0,10156.0,346213.0,4511.0,735.0,169.0,57.0,5111.0
8387919.0,37507.0,9961.0,349984.0,3771.0,761.0,177.0,67.0,5124.0
8429072.0,41153.0,9609.0,353646.0,3662.0,748.0,175.0,91.0,5138.0
8450752.0,21680.0,5451.0,355959.0,2313.0,797.0,184.0,34.0,5149.0
8461634.0,10882.0,2958.0,357241.0,1282.0,843.0,190.0,33.0,5162.0
8524964.0,63330.0,7615.0,360614.0,3344.0,874.0,193.0,60.0,5144.0
8576220.0,51256.0,10571.0,365095.0,4481.0,889.0,191.0,69.0,5164.0
8643002.0,66782.0,9068.0,368663.0,3568.0,920.0,212.0,73.0,5174.0
8700832.0,57830.0,9118.0,372094.0,3431.0,954.0,215.0,66.0,5188.0
8780166.0,79334.0,9205.0,375760.0,3666.0,981.0,225.0,71.0,5208.0
8822958.0,42792.0,5342.0,378125.0,2365.0,990.0,227.0,51.0,5229.0
8842396.0,19438.0,3415.0,379940.0,1815.0,1008.0,229.0,40.0,5240.0
8931729.0,89333.0,7643.0,383735.0,3763.0,1074.0,236.0,65.0,5274.0
8996117.0,64388.0,10046.0,388011.0,4276.0,1095.0,251.0,87.0,5293.0
9075860.0,79743.0,9220.0,391673.0,3662.0,1104.0,253.0,72.0,5317.0
9143697.0,67837.0,8274.0,395190.0,3517.0,1127.0,256.0,59.0,5337.0
9237014.0,93317.0,8127.0,398422.0,3232.0,1106.0,266.0,106.0,5359.0
9287556.0,50542.0,4732.0,400667.0,2245.0,1126.0,269.0,45.0,5378.0
9310242.0,22686.0,2730.0,402056.0,1389.0,1162.0,275.0,32.0,5394.0
9407136.0,96894.0,7344.0,405477.0,3394.0,1153.0,285.0,105.0,5434.0
9473176.0,66040.0,8618.0,408621.0,3144.0,1168.0,283.0,85.0,5445.0
9556942.0,83766.0,7194.0,411289.0,2668.0,1145.0,286.0,114.0,5455.0
9626805.0,69863.0,6523.0,413653.0,2364.0,1137.0,289.0,87.0,5472.0
9712659.0,85854.0,6143.0,415877.0,2224.0,1120.0,284.0,87.0,5495.0
9769425.0,50623.0,3402.0,417355.0,1478.0,1140.0,285.0,35.0,5518.0
9792971.0,23546.0,2226.0,418389.0,1034.0,1156.0,281.0,40.0,5537.0
9891976.0,99005.0,6287.0,420898.0,2482.0,1128.0,280.0,115.0,5553.0
9958428.0,66452.0,6974.0,423155.0,2257.0,1107.0,277.0,90.0,5568.0
10043816.0,85388.0,6226.0,425280.0,2125.0,1087.0,280.0,72.0,5582.0
10110757.0,66941.0,5485.0,427017.0,1737.0,1059.0,269.0,89.0,5599.0
10208975.0,98218.0,5513.0,428925.0,1908.0,1029.0,259.0,106.0,5617.0
10263540.0,54565.0,2986.0,430041.0,1116.0,1034.0,271.0,39.0,5630.0
10287962.0,24422.0,1857.0,430816.0,775.0,1050.0,268.0,32.0,5646.0
10388751.0,100789.0,5471.0,432793.0,1950.0,1005.0,266.0,99.0,5663.0
10453854.0,65103.0,6571.0,434640.0,1847.0,963.0,258.0,81.0,5679.0
10540956.0,87102.0,5945.0,436327.0,1687.0,948.0,248.0,82.0,5688.0
10604637.0,63681.0,5050.0,437650.0,1323.0,914.0,244.0,79.0,5707.0
10704622.0,99985.0,5048.0,439126.0,1476.0,909.0,247.0,69.0,5718.0
10761634.0,57012.0,2230.0,439909.0,783.0,883.0,243.0,38.0,5732.0
10790608.0,28974.0,1749.0,440586.0,677.0,874.0,236.0,25.0,5748.0
10892568.0,101960.0,5111.0,442347.0,1712.0,817.0,235.0,97.0,5820.0
10963254.0,70686.0,5903.0,443873.0,1526.0,804.0,231.0,59.0,5828.0
11058107.0,94853.0,4923.0,445218.0,1345.0,776.0,237.0,62.0,5836.0
11139923.0,81816.0,5022.0,446496.0,1278.0,746.0,237.0,66.0,5848.0
11250225.0,110302.0,4479.0,447782.0,1286.0,703.0,223.0,81.0,5867.0
11318861.0,68636.0,2263.0,448558.0,776.0,701.0,216.0,23.0,5880.0
11352507.0,33646.0,1547.0,449143.0,585.0,696.0,215.0,26.0,5889.0
11468345.0,115838.0,4973.0,450703.0,1555.0,665.0,205.0,57.0,5942.0
11548880.0,80535.0,5561.0,451958.0,1255.0,649.0,206.0,53.0,5948.0
11655452.0,106572.0,4929.0,453082.0,1124.0,624.0,203.0,61.0,5958.0
11740036.0,84584.0,4997.0,454285.0,1203.0,614.0,204.0,55.0,5960.0
11825604.0,85568.0,4232.0,455371.0,1086.0,580.0,199.0,75.0,5966.0
11840712.0,15108.0,2157.0,456037.0,666.0,577.0,197.0,17.0,5974.0
